"sel","_id","gc","length","W_Bin_194-contigs.CE_108A_S70_R1_filtered.remap_cov","bestsumorder_superkingdom","bestsumorder_phylum","id"
"","6450","0.4602","1156","5.8374","Eukaryota","Bacillariophyta","c_000005032242"
"","6451","0.5021","1948","7.3732","no-hit","no-hit","c_000000777529"
"","6452","0.4542","1385","7.439","no-hit","no-hit","c_000003657854"
"","6453","0.4833","2717","5.6923","no-hit","no-hit","c_000001806172"
"","6454","0.4688","1858","7.5457","Eukaryota","Bacillariophyta","c_000004429488"
"","6455","0.487","1271","3.62","Eukaryota","Bacillariophyta","c_000004650585"
"","6456","0.4685","1460","4.5486","no-hit","no-hit","c_000002689509"
"","6457","0.4792","2116","10.2103","no-hit","no-hit","c_000000259515"
"","6458","0.4772","2672","7.6789","no-hit","no-hit","c_000001226096"
"","6459","0.4729","1529","10.5056","Eukaryota","Bacillariophyta","c_000004608485"
"","6460","0.4728","1307","8.3994","no-hit","no-hit","c_000001110057"
"","6461","0.4756","1129","66.8893","Eukaryota","Bacillariophyta","c_000002426356"
"","6462","0.5262","1870","5.2428","no-hit","no-hit","c_000000079018"
"","6463","0.4871","1240","6.2016","Eukaryota","Bacillariophyta","c_000001328323"
"","6464","0.4338","1231","18.2291","no-hit","no-hit","c_000003782835"
"","6465","0.4844","1695","6.5156","Eukaryota","Bacillariophyta","c_000001725138"
"","6466","0.4771","2314","4.5104","no-hit","no-hit","c_000003992830"
"","6467","0.5336","1460","5.6233","no-hit","no-hit","c_000005508746"
"","6468","0.4884","1032","7.6492","Eukaryota","Bacillariophyta","c_000004097949"
"","6469","0.4972","1406","6.1024","Eukaryota","Bacillariophyta","c_000004304018"
"","6470","0.502","2217","8.0834","Eukaryota","Bacillariophyta","c_000004789112"
"","6471","0.4927","1579","9.9468","Eukaryota","Bacillariophyta","c_000003939307"
"","6472","0.4683","1215","2.7506","Eukaryota","Bacillariophyta","c_000000452960"
"","6473","0.4839","2108","6.5906","no-hit","no-hit","c_000001521632"
"","6474","0.4862","1121","7.4996","Eukaryota","Bacillariophyta","c_000002998524"
"","6475","0.4901","2671","4.2654","Eukaryota","Bacillariophyta","c_000003714586"
"","6476","0.4883","1497","4.4896","no-hit","no-hit","c_000000956627"
"","6477","0.4801","2060","5.8617","no-hit","no-hit","c_000005491474"
"","6478","0.4812","1461","3.1492","no-hit","no-hit","c_000000499067"
"","6479","0.4927","1504","5.889","no-hit","no-hit","c_000004858706"
"","6480","0.4904","2027","6.7568","no-hit","no-hit","c_000004509530"
"","6481","0.4796","2473","7.2535","Eukaryota","Endomyxa","c_000004411162"
"","6482","0.4981","1066","6.3265","no-hit","no-hit","c_000000187016"
"","6483","0.5032","2351","6.7188","Eukaryota","Bacillariophyta","c_000004537070"
"","6484","0.4691","1083","6.5503","no-hit","no-hit","c_000000556828"
"","6485","0.4873","2914","8.7625","Eukaryota","Bacillariophyta","c_000002213646"
"","6486","0.4766","1941","4.8187","Eukaryota","Bacillariophyta","c_000003559748"
"","6487","0.5196","1634","6.6065","Eukaryota","Eukaryota-undef","c_000001143400"
"","6488","0.4705","1069","7.4312","no-hit","no-hit","c_000001762941"
"","6489","0.4846","1946","7.5509","Eukaryota","Bacillariophyta","c_000002357830"
"","6490","0.466","1294","4.2589","no-hit","no-hit","c_000001331978"
"","6491","0.4995","1854","6.8851","Eukaryota","Bacillariophyta","c_000003886365"
"","6492","0.4839","1959","7.3844","Eukaryota","Bacillariophyta","c_000002431503"
"","6493","0.4686","1483","5.7593","no-hit","no-hit","c_000003915042"
"","6494","0.4701","3727","8.7765","Eukaryota","Bacillariophyta","c_000004448599"
"","6495","0.4977","1310","5.0023","Eukaryota","Bacillariophyta","c_000004713244"
"","6496","0.4677","1922","8.7409","Eukaryota","Bacillariophyta","c_000001892885"
"","6497","0.4578","1527","6.3969","Eukaryota","Bacillariophyta","c_000001742306"
"","6498","0.4839","2736","7.3823","Eukaryota","Bacillariophyta","c_000003409918"
"","6499","0.4989","1409","5.1192","Eukaryota","Bacillariophyta","c_000002156354"
"","6500","0.4949","1564","3.9866","no-hit","no-hit","c_000000629778"
"","6501","0.4791","1221","8.3661","no-hit","no-hit","c_000003162439"
"","6502","0.4712","1059","4.3494","Eukaryota","Bacillariophyta","c_000004783533"
"","6503","0.4948","1548","4.1938","no-hit","no-hit","c_000001255205"
"","6504","0.481","1709","5.3874","Eukaryota","Bacillariophyta","c_000005249034"
"","6505","0.4778","3271","6.6833","Eukaryota","Bacillariophyta","c_000001564033"
"","6506","0.5","1158","5.7694","Eukaryota","Bacillariophyta","c_000000662364"
"","6507","0.4622","1335","6.8472","Eukaryota","Bacillariophyta","c_000001327464"
"","6508","0.504","1133","2.1942","no-hit","no-hit","c_000004056719"
"","6509","0.4848","1811","3.6063","no-hit","no-hit","c_000002108051"
"","6510","0.4675","2338","6.1339","Eukaryota","Bacillariophyta","c_000005077137"
"","6511","0.5091","1805","4.364","Eukaryota","Bacillariophyta","c_000001910360"
"","6513","0.4907","2753","4.7762","Eukaryota","Bacillariophyta","c_000003607205"
"","6514","0.5082","1159","5.4668","Eukaryota","Bacillariophyta","c_000002919750"
"","6515","0.4967","1230","5.2756","Eukaryota","Bacillariophyta","c_000002063347"
"","6516","0.4708","1457","13.2903","Eukaryota","Bacillariophyta","c_000005094853"
"","6517","0.4833","2102","7.6465","Eukaryota","Bacillariophyta","c_000003613704"
"","6518","0.5003","1709","4.4786","no-hit","no-hit","c_000004333616"
"","6519","0.4903","1187","6.0253","no-hit","no-hit","c_000001157870"
"","6520","0.4996","1341","4.2267","Eukaryota","Bacillariophyta","c_000005355956"
"","6521","0.5232","1011","4.8091","Eukaryota","Bacillariophyta","c_000004476792"
"","6522","0.4975","1823","4.401","no-hit","no-hit","c_000004261537"
"","6523","0.4725","2508","8.6344","Eukaryota","Bacillariophyta","c_000004607890"
"","6524","0.4942","1113","4.2084","Eukaryota","Bacillariophyta","c_000001418977"
"","6525","0.4988","2564","4.5098","Eukaryota","Bacillariophyta","c_000005177793"
"","6526","0.4846","1748","5.3736","Eukaryota","Bacillariophyta","c_000003382109"
"","6527","0.482","1195","8.3347","Eukaryota","Bacillariophyta","c_000001299825"
"","6528","0.4582","1781","5.4593","Eukaryota","Bacillariophyta","c_000005060201"
"","6529","0.4932","3009","18.5304","Eukaryota","Bacillariophyta","c_000004218006"
"","6530","0.5029","2273","6.4509","Eukaryota","Bacillariophyta","c_000001286737"
"","6531","0.4628","1184","1.4012","no-hit","no-hit","c_000001532523"
"","6532","0.4805","1105","204.0027","no-hit","no-hit","c_000003608875"
"","6533","0.4958","1412","7.5042","Eukaryota","Bacillariophyta","c_000001774626"
"","6534","0.4725","1090","7.2459","no-hit","no-hit","c_000005272745"
"","6535","0.5136","1143","8.1627","no-hit","no-hit","c_000001402895"
"","6536","0.476","1628","4.9582","Eukaryota","Bacillariophyta","c_000002484112"
"","6537","0.4679","1043","7.0815","Eukaryota","Bacillariophyta","c_000002849936"
"","6538","0.4877","2959","5.1588","no-hit","no-hit","c_000004927836"
"","6539","0.4832","1279","7.8655","Eukaryota","Bacillariophyta","c_000002257645"
"","6540","0.5004","1373","22.8019","no-hit","no-hit","c_000001534404"
"","6541","0.4904","2039","5.5547","Eukaryota","Bacillariophyta","c_000002611449"
"","6542","0.4941","1429","379.07","Eukaryota","Bacillariophyta","c_000003055821"
"","6543","0.4539","1670","3.6401","no-hit","no-hit","c_000000341553"
"","6544","0.5018","1399","4.6412","Eukaryota","Bacillariophyta","c_000000968815"
"","6545","0.4539","1366","5.4231","no-hit","no-hit","c_000001575839"
"","6546","0.4644","1572","88.7926","no-hit","no-hit","c_000001701414"
"","6547","0.5167","2036","11.0177","no-hit","no-hit","c_000003161790"
"","6548","0.4972","2118","21.7597","Eukaryota","Bacillariophyta","c_000004588002"
"","6549","0.4714","1205","6.2929","no-hit","no-hit","c_000000485902"
"","6550","0.4743","1851","5.7515","Eukaryota","Bacillariophyta","c_000002838301"
"","6551","0.4666","2274","6.7128","Eukaryota","Bacillariophyta","c_000004613009"
"","6552","0.5236","1480","5.4473","Eukaryota","Bacillariophyta","c_000002986291"
"","6553","0.498","1719","5.4235","no-hit","no-hit","c_000002419588"
"","6554","0.4639","1024","5.9414","no-hit","no-hit","c_000005451337"
"","6555","0.4675","1016","9.3681","no-hit","no-hit","c_000001815864"
"","6556","0.4852","1752","6.2477","no-hit","no-hit","c_000005036019"
"","6557","0.4707","1315","5.9954","Eukaryota","Bacillariophyta","c_000001748471"
"","6558","0.5061","1304","4.7009","Eukaryota","Bacillariophyta","c_000000433880"
"","6559","0.4597","1316","6.5532","Eukaryota","Bacillariophyta","c_000002187522"
"","6560","0.4946","1296","6.5185","no-hit","no-hit","c_000000801351"
"","6561","0.4897","2322","5.3363","Eukaryota","Bacillariophyta","c_000001334106"
"","6562","0.5216","2452","5.9874","Eukaryota","Bacillariophyta","c_000000996521"
"","6563","0.4575","1165","5.2936","no-hit","no-hit","c_000001056156"
"","6564","0.5045","1441","7.0243","Eukaryota","Bacillariophyta","c_000001392203"
"","6565","0.5335","1702","6.0946","Eukaryota","Bacillariophyta","c_000001898385"
"","6567","0.5085","2360","5.6428","Eukaryota","Bacillariophyta","c_000001960820"
"","6568","0.494","2688","3.6031","Eukaryota","Bacillariophyta","c_000000203626"
"","6569","0.4877","1296","6.4167","no-hit","no-hit","c_000004251524"
"","6570","0.5072","1867","47.4446","no-hit","no-hit","c_000001098957"
"","6571","0.4754","1527","5.3281","no-hit","no-hit","c_000002630327"
"","6572","0.4877","1261","7.9326","Eukaryota","Bacillariophyta","c_000001822271"
"","6573","0.5062","1296","4.2184","no-hit","no-hit","c_000001391660"
"","6574","0.4673","2908","6.3226","Eukaryota","Bacillariophyta","c_000004942034"
"","6575","0.4812","2496","4.9976","no-hit","no-hit","c_000002532640"
"","6576","0.4867","1461","3.4031","no-hit","no-hit","c_000000242633"
"","6577","0.4899","1188","4.8468","no-hit","no-hit","c_000001740050"
"","6578","0.4853","1533","6.8956","Eukaryota","Bacillariophyta","c_000002115402"
"","6579","0.4762","2123","4.3118","Eukaryota","Bacillariophyta","c_000001126853"
"","6580","0.4612","1329","8.0128","no-hit","no-hit","c_000002404222"
"","6581","0.496","1258","2.5016","no-hit","no-hit","c_000005384230"
"","6582","0.48","1700","4.9876","no-hit","no-hit","c_000005339345"
"","6583","0.4751","1425","6.7719","Eukaryota","Bacillariophyta","c_000002518860"
"","6584","0.4625","1094","7.0823","Eukaryota","Bacillariophyta","c_000003385353"
"","6585","0.4755","1142","4.3695","no-hit","no-hit","c_000001350706"
"","6586","0.4868","1171","26.9009","no-hit","no-hit","c_000002151358"
"","6587","0.5071","1895","10.5625","Eukaryota","Bacillariophyta","c_000004313453"
"","6588","0.4429","1278","3.7527","Eukaryota","Bacillariophyta","c_000005137843"
"","6589","0.5237","1182","5.0008","Eukaryota","Bacillariophyta","c_000003693010"
"","6590","0.4924","1048","5.9074","no-hit","no-hit","c_000000222979"
"","6591","0.4843","1241","12.5955","Eukaryota","Bacillariophyta","c_000000786038"
"","6592","0.4935","1994","2.5311","no-hit","no-hit","c_000002496886"
"","6593","0.4823","2009","3.5226","no-hit","no-hit","c_000004504475"
"","6594","0.4937","1584","5.7601","Eukaryota","Bacillariophyta","c_000002110287"
"","6595","0.4856","1707","6.051","Eukaryota","Bacillariophyta","c_000001778187"
"","6596","0.4647","1545","10.077","no-hit","no-hit","c_000002071018"
"","6597","0.4872","2141","7.8375","Eukaryota","Bacillariophyta","c_000005037398"
"","6598","0.4862","1483","3.4336","no-hit","no-hit","c_000002290021"
"","6599","0.4996","2652","6.0762","Eukaryota","Bacillariophyta","c_000000866016"
"","6600","0.5031","1930","6.5109","Eukaryota","Bacillariophyta","c_000001109520"
"","6601","0.4608","1988","3.584","no-hit","no-hit","c_000002417973"
"","6602","0.5066","3196","6.0864","Eukaryota","Bacillariophyta","c_000004136348"
"","6603","0.4808","1379","23.3691","no-hit","no-hit","c_000001227388"
"","6604","0.4573","2388","6.5771","Eukaryota","Bacillariophyta","c_000001857554"
"","6605","0.4823","1972","5.5553","Eukaryota","Bacillariophyta","c_000004165795"
"","6606","0.4704","1435","7.4829","Eukaryota","Bacillariophyta","c_000000080411"
"","6607","0.4938","2416","4.6474","Eukaryota","Bacillariophyta","c_000000993892"
"","6608","0.4714","1103","7.544","Eukaryota","Bacillariophyta","c_000005012765"
"","6609","0.486","1531","4.9752","Eukaryota","Bacillariophyta","c_000000826505"
"","6610","0.4505","1425","2.0912","no-hit","no-hit","c_000001916133"
"","6611","0.4801","2670","7.8371","Eukaryota","Bacillariophyta","c_000000430652"
"","6612","0.4857","3138","24.1877","Eukaryota","Bacillariophyta","c_000004179064"
"","6613","0.5118","1020","1.898","no-hit","no-hit","c_000003302350"
"","6614","0.4838","1732","8.1969","Eukaryota","Bacillariophyta","c_000005327859"
"","6615","0.5021","2585","10.1184","Eukaryota","Bacillariophyta","c_000001096829"
"","6616","0.4674","2636","8.9393","Eukaryota","Bacillariophyta","c_000003113833"
"","6617","0.508","1933","2.478","no-hit","no-hit","c_000001586665"
"","6618","0.4979","1195","8.0109","no-hit","no-hit","c_000003456187"
"","6619","0.5083","1147","6.7568","Eukaryota","Bacillariophyta","c_000004121906"
"","6620","0.4941","2722","8.406","Eukaryota","Bacillariophyta","c_000000292729"
"","6621","0.4988","1259","6.2391","no-hit","no-hit","c_000005133049"
"","6622","0.4895","1328","5.0572","Eukaryota","Bacillariophyta","c_000001241487"
"","6624","0.4753","1803","6.6134","Eukaryota","Bacillariophyta","c_000000261445"
"","6625","0.486","1354","4.918","Eukaryota","Bacillariophyta","c_000005138150"
"","6626","0.5016","1575","7.5962","no-hit","no-hit","c_000001004262"
"","6627","0.4958","1438","5.3533","Eukaryota","Bacillariophyta","c_000001506575"
"","6628","0.4909","1204","3.8729","no-hit","no-hit","c_000001318398"
"","6629","0.4877","1546","5.218","no-hit","no-hit","c_000004901826"
"","6630","0.48","1225","7.8939","no-hit","no-hit","c_000005479487"
"","6631","0.4817","1717","7.2464","Eukaryota","Bacillariophyta","c_000001490814"
"","6632","0.4963","3629","7.3924","Eukaryota","Bacillariophyta","c_000000768265"
"","6633","0.4762","2123","9.6345","Eukaryota","Bacillariophyta","c_000001117158"
"","6634","0.4899","1388","5.9244","no-hit","no-hit","c_000003351762"
"","6635","0.4701","1904","6.3466","Eukaryota","Bacillariophyta","c_000004542215"
"","6636","0.4466","1115","2.9803","no-hit","no-hit","c_000004908675"
"","6637","0.485","1237","5.0259","Eukaryota","Bacillariophyta","c_000002027205"
"","6638","0.4897","1644","5.6436","Eukaryota","Bacillariophyta","c_000002492237"
"","6639","0.4709","1425","4.7979","Eukaryota","Bacillariophyta","c_000005007476"
"","6640","0.5","1966","38.6317","no-hit","no-hit","c_000002451734"
"","6641","0.4937","1183","6.8901","Eukaryota","Bacillariophyta","c_000005283646"
"","6642","0.4926","1898","6.5","no-hit","no-hit","c_000001565763"
"","6643","0.4763","2198","7.0341","Eukaryota","Bacillariophyta","c_000001840841"
"","6644","0.488","3008","4.9245","Eukaryota","Bacillariophyta","c_000003699454"
"","6645","0.4877","1782","6.2609","no-hit","no-hit","c_000000124561"
"","6646","0.4883","1745","6.6166","Eukaryota","Bacillariophyta","c_000000542474"
"","6647","0.4585","2255","10.1126","no-hit","no-hit","c_000001963082"
"","6648","0.4829","2106","2.3096","no-hit","no-hit","c_000000915698"
"","6649","0.5094","2560","5.6984","no-hit","no-hit","c_000002912663"
"","6650","0.49","1196","5.0911","Eukaryota","Oomycota","c_000004432951"
"","6651","0.5","1746","5.862","no-hit","no-hit","c_000002804894"
"","6652","0.4857","1048","4.0153","Eukaryota","Bacillariophyta","c_000004498380"
"","6653","0.4792","1561","6.8463","no-hit","no-hit","c_000005177830"
"","6654","0.4865","1887","6.1775","Eukaryota","Bacillariophyta","c_000005220948"
"","6655","0.4631","1438","12.1488","no-hit","no-hit","c_000003833469"
"","6656","0.5173","1071","8.6508","no-hit","no-hit","c_000001326575"
"","6658","0.49","1802","4.3696","no-hit","no-hit","c_000003191027"
"","6659","0.4965","1593","8.99","Eukaryota","Bacillariophyta","c_000000980653"
"","6660","0.4794","1262","5.1513","Eukaryota","Bacillariophyta","c_000004473529"
"","6661","0.4862","2536","5.2039","Eukaryota","Bacillariophyta","c_000002763320"
"","6662","0.4876","1126","1.9174","no-hit","no-hit","c_000003290075"
"","6663","0.4986","1438","6.0271","Eukaryota","Bacillariophyta","c_000001255659"
"","6664","0.4713","2018","6.1789","no-hit","no-hit","c_000003118604"
"","6665","0.4893","1304","3.7485","no-hit","no-hit","c_000005383582"
"","6666","0.4608","1033","7.273","Eukaryota","Bacillariophyta","c_000001166526"
"","6667","0.5111","1127","5.5812","Eukaryota","Bacillariophyta","c_000001939378"
"","6668","0.4684","3621","10.3844","Eukaryota","Bacillariophyta","c_000004472491"
"","6669","0.4715","1913","38.7512","no-hit","no-hit","c_000004659672"
"","6670","0.4777","1392","6.0711","no-hit","no-hit","c_000000654121"
"","6671","0.4924","2376","187.2445","no-hit","no-hit","c_000000601655"
"","6672","0.456","2316","4.6239","no-hit","no-hit","c_000004226588"
"","6673","0.4733","2430","6.7214","Eukaryota","Bacillariophyta","c_000003481066"
"","6674","0.4718","1045","6.8297","no-hit","no-hit","c_000000183461"
"","6675","0.4909","1534","7.0137","no-hit","no-hit","c_000000906374"
"","6676","0.4889","1303","7.6416","Eukaryota","Bacillariophyta","c_000003039676"
"","6677","0.4836","1712","5.8651","Eukaryota","Bacillariophyta","c_000000552357"
"","6678","0.4581","1325","8.3736","no-hit","no-hit","c_000002897929"
"","6679","0.4733","2138","6.3681","Eukaryota","Bacillariophyta","c_000001609667"
"","6680","0.476","1126","7.7735","Eukaryota","Bacillariophyta","c_000003683329"
"","6681","0.5258","1316","5.2652","no-hit","no-hit","c_000000302662"
"","6682","0.4932","2703","4.0829","Eukaryota","Bacillariophyta","c_000003463807"
"","6683","0.4623","1073","4.5713","Eukaryota","Bacillariophyta","c_000004795520"
"","6684","0.5115","1441","6.05","Eukaryota","Bacillariophyta","c_000003232314"
"","6685","0.4798","1755","4.1932","Eukaryota","Bacillariophyta","c_000002877049"
"","6686","0.4756","2481","7.4849","no-hit","no-hit","c_000001011328"
"","6687","0.4742","1084","2.9511","no-hit","no-hit","c_000003130731"
"","6688","0.5164","1036","5.3562","Eukaryota","Bacillariophyta","c_000004878582"
"","6689","0.4716","1302","5.7573","Eukaryota","Bacillariophyta","c_000001844863"
"","6690","0.4926","1697","4.2935","no-hit","no-hit","c_000002588054"
"","6691","0.4581","1109","7.0054","Eukaryota","Bacillariophyta","c_000004180812"
"","6692","0.4847","1046","6.1453","Eukaryota","Bacillariophyta","c_000004345992"
"","6693","0.4601","2271","3.6777","Eukaryota","Bacillariophyta","c_000003308134"
"","6694","0.4462","1571","7.7059","Eukaryota","Bacillariophyta","c_000003243668"
"","6695","0.4812","2606","8.373","Eukaryota","Bacillariophyta","c_000004542548"
"","6696","0.5026","1146","4.8473","Eukaryota","Bacillariophyta","c_000005251061"
"","6697","0.4788","1322","7.7284","no-hit","no-hit","c_000002965012"
"","6698","0.4822","2134","7.7634","Eukaryota","Bacillariophyta","c_000002248733"
"","6699","0.4948","1742","6.946","Eukaryota","Bacillariophyta","c_000003568981"
"","6700","0.48","1298","3.5069","no-hit","no-hit","c_000000186697"
"","6701","0.4838","1385","6.413","Eukaryota","Bacillariophyta","c_000000561951"
"","6702","0.4718","1204","6.5689","Eukaryota","Bacillariophyta","c_000002485531"
"","6703","0.4818","2059","7.1967","no-hit","no-hit","c_000000101337"
"","6704","0.443","2113","5.6824","no-hit","no-hit","c_000005389376"
"","6705","0.5043","1410","6.6837","no-hit","no-hit","c_000000809991"
"","6706","0.4969","1433","5.0356","no-hit","no-hit","c_000001578583"
"","6707","0.475","1960","10.0791","Eukaryota","Bacillariophyta","c_000000270990"
"","6708","0.4921","4316","4.3844","no-hit","no-hit","c_000001270904"
"","6709","0.4797","2164","5.719","no-hit","no-hit","c_000004795806"
"","6710","0.4717","1395","4.1061","Eukaryota","Bacillariophyta","c_000004087645"
"","6711","0.4928","2230","7.504","Eukaryota","Bacillariophyta","c_000000098482"
"","6712","0.4856","1697","11.7295","no-hit","no-hit","c_000001291549"
"","6713","0.5035","1144","4.4913","no-hit","no-hit","c_000003676249"
"","6714","0.4853","2320","6.2849","Eukaryota","Bacillariophyta","c_000002512549"
"","6715","0.4821","1064","3.6898","no-hit","no-hit","c_000005388302"
"","6716","0.5076","2504","5.0084","Eukaryota","Bacillariophyta","c_000000621739"
"","6717","0.4623","1354","25.8996","no-hit","no-hit","c_000003851136"
"","6718","0.4846","1172","4.8319","Eukaryota","Bacillariophyta","c_000002050645"
"","6719","0.4749","1876","5.8966","no-hit","no-hit","c_000000487513"
"","6720","0.4883","2009","2.4495","no-hit","no-hit","c_000003887661"
"","6721","0.5125","1920","6.3359","no-hit","no-hit","c_000003396373"
"","6722","0.4668","1930","8.7223","Eukaryota","Bacillariophyta","c_000000636918"
"","6723","0.4774","1682","4.2985","Eukaryota","Bacillariophyta","c_000004087750"
"","6724","0.4871","1400","2.555","no-hit","no-hit","c_000004795117"
"","6725","0.507","1434","5.7169","Eukaryota","Bacillariophyta","c_000005273224"
"","6726","0.4871","1123","7.8851","Eukaryota","Bacillariophyta","c_000005346369"
"","6727","0.4658","1376","9.5291","Eukaryota","Bacillariophyta","c_000003635590"
"","6728","0.4637","1848","7.7457","Eukaryota","Bacillariophyta","c_000002823523"
"","6729","0.4916","4719","5.2079","Eukaryota","Bacillariophyta","c_000004998586"
"","6730","0.488","1961","7.3274","Eukaryota","Bacillariophyta","c_000002900260"
"","6731","0.491","2322","3.6413","no-hit","no-hit","c_000002557762"
"","6732","0.459","1462","2.4337","no-hit","no-hit","c_000005179788"
"","6733","0.4839","1771","5.7888","Eukaryota","Bacillariophyta","c_000002528322"
"","6735","0.4817","2375","6.7478","Eukaryota","Bacillariophyta","c_000003580062"
"","6736","0.4903","2003","5.9286","Eukaryota","Bacillariophyta","c_000001122033"
"","6737","0.4934","1447","5.944","Eukaryota","Bacillariophyta","c_000003715571"
"","6738","0.4561","1116","6.7375","Eukaryota","Bacillariophyta","c_000004628489"
"","6739","0.4694","1455","6.4777","no-hit","no-hit","c_000003269676"
"","6740","0.5082","1155","4.8043","Eukaryota","Bacillariophyta","c_000001872428"
"","6741","0.513","1273","3.194","no-hit","no-hit","c_000004335228"
"","6742","0.4749","1952","4.5712","no-hit","no-hit","c_000002629075"
"","6743","0.4938","1533","4.3888","Eukaryota","Bacillariophyta","c_000003866220"
"","6744","0.4885","2557","8.3739","Eukaryota","Bacillariophyta","c_000001422262"
"","6745","0.4866","1716","8.1265","no-hit","no-hit","c_000003116964"
"","6746","0.4895","3109","7.972","Eukaryota","Bacillariophyta","c_000001451287"
"","6747","0.4883","1026","4.2729","no-hit","no-hit","c_000002364434"
"","6748","0.445","1236","7.2039","no-hit","no-hit","c_000001049599"
"","6749","0.4901","1720","5.9052","Eukaryota","Bacillariophyta","c_000000823082"
"","6750","0.5072","1185","6.4388","Eukaryota","Bacillariophyta","c_000003529251"
"","6751","0.4766","1708","6.8525","Eukaryota","Bacillariophyta","c_000001597567"
"","6752","0.4706","1715","6.537","no-hit","no-hit","c_000000934990"
"","6753","0.4734","2066","7.8911","Eukaryota","Bacillariophyta","c_000004487303"
"","6754","0.4926","1151","7.457","no-hit","no-hit","c_000003478563"
"","6755","0.5239","1212","5.0099","Eukaryota","Bacillariophyta","c_000002473378"
"","6756","0.4968","2041","3.3591","no-hit","no-hit","c_000004385522"
"","6757","0.4668","1641","8.3626","Eukaryota","Bacillariophyta","c_000001208653"
"","6758","0.4923","1944","5.928","Eukaryota","Bacillariophyta","c_000000911712"
"","6759","0.5083","1450","7.9579","Eukaryota","Bacillariophyta","c_000000648890"
"","6760","0.4551","1079","6.6942","Eukaryota","Eukaryota-undef","c_000001340536"
"","6761","0.47","1964","3.0703","no-hit","no-hit","c_000001348520"
"","6762","0.5031","1115","9.8386","Eukaryota","Bacillariophyta","c_000001057164"
"","6763","0.4777","1635","4.4275","no-hit","no-hit","c_000000523568"
"","6764","0.4858","1441","8.9237","no-hit","no-hit","c_000003173331"
"","6765","0.4861","1152","5.1554","Eukaryota","Bacillariophyta","c_000003641127"
"","6766","0.4601","1341","3.5623","no-hit","no-hit","c_000003312561"
"","6767","0.4305","1575","2.1581","Eukaryota","Oomycota","c_000005319517"
"","6768","0.4773","1896","7.0707","Eukaryota","Bacillariophyta","c_000004798992"
"","6769","0.4974","3683","8.091","Eukaryota","Bacillariophyta","c_000001020445"
"","6770","0.4609","1664","2.4627","no-hit","no-hit","c_000003698448"
"","6771","0.5205","1243","4.6468","no-hit","no-hit","c_000000471111"
"","6772","0.4925","1876","4.9088","no-hit","no-hit","c_000001509577"
"","6773","0.4779","1266","4.4297","Eukaryota","Bacillariophyta","c_000002394336"
"","6774","0.4959","1351","6.6077","Eukaryota","Bacillariophyta","c_000005084879"
"","6775","0.46","2989","5.3456","no-hit","no-hit","c_000003148614"
"","6776","0.4634","1107","3.3071","no-hit","no-hit","c_000003963192"
"","6777","0.4995","3229","7.136","Eukaryota","Bacillariophyta","c_000000984264"
"","6778","0.4822","1346","4.5646","no-hit","no-hit","c_000005077946"
"","6779","0.504","2224","8.2365","Eukaryota","Bacillariophyta","c_000003769786"
"","6780","0.4745","1490","3.8289","Eukaryota","Bacillariophyta","c_000004772466"
"","6781","0.4773","1033","6.7706","no-hit","no-hit","c_000000691899"
"","6782","0.479","2138","3.2189","Eukaryota","Bacillariophyta","c_000003675267"
"","6783","0.4863","1170","3.2795","no-hit","no-hit","c_000004006917"
"","6784","0.5078","1538","8.7172","Eukaryota","Bacillariophyta","c_000001145080"
"","6785","0.4608","1211","5.5516","Eukaryota","Bacillariophyta","c_000005228266"
"","6786","0.5041","1091","6.4125","Eukaryota","Bacillariophyta","c_000004202947"
"","6787","0.4801","2360","4.7275","no-hit","no-hit","c_000000317289"
"","6788","0.5042","1535","5.7974","no-hit","no-hit","c_000001666075"
"","6789","0.5123","1952","8.146","Eukaryota","Bacillariophyta","c_000000923105"
"","6790","0.4924","1383","9.2899","no-hit","no-hit","c_000003462294"
"","6791","0.5184","1088","4.3833","Eukaryota","Bacillariophyta","c_000000732169"
"","6792","0.491","1674","6.1983","no-hit","no-hit","c_000001649874"
"","6793","0.492","2193","4.1272","Eukaryota","Bacillariophyta","c_000003320299"
"","6794","0.487","1737","7.3397","Eukaryota","Bacillariophyta","c_000000983219"
"","6795","0.4834","1597","7.6111","Eukaryota","Bacillariophyta","c_000004328300"
"","6796","0.479","1426","12.5056","no-hit","no-hit","c_000001528168"
"","6797","0.4819","1467","6.0232","Eukaryota","Bacillariophyta","c_000005497089"
"","6798","0.5146","1199","6.03","Eukaryota","Bacillariophyta","c_000003034256"
"","6799","0.4823","1387","5.5148","Eukaryota","Bacillariophyta","c_000005369821"
"","6800","0.488","1289","4.505","no-hit","no-hit","c_000004776795"
"","6801","0.5","1338","8.3714","Eukaryota","Bacillariophyta","c_000005241406"
"","6802","0.4737","2088","42.9784","no-hit","no-hit","c_000004261697"
"","6803","0.4843","1528","6.0203","no-hit","no-hit","c_000002533141"
"","6804","0.4975","1419","5.124","Eukaryota","Bacillariophyta","c_000001955539"
"","6805","0.4991","1168","7.9598","no-hit","no-hit","c_000004590254"
"","6806","0.4761","1781","4.6463","Eukaryota","Bacillariophyta","c_000002173022"
"","6807","0.4758","1097","4.1595","no-hit","no-hit","c_000002209818"
"","6808","0.4762","1869","7.2215","no-hit","no-hit","c_000001551048"
"","6809","0.4931","1440","4.9819","Eukaryota","Bacillariophyta","c_000004358894"
