"sel","_id","gc","length","W_Bin_16-contigs.CE_108A_S70_R1_filtered.remap_cov","bestsumorder_superkingdom","bestsumorder_phylum","id"
"","692","0.4491","10921","1.1473","Eukaryota","Eukaryota-undef","c_000002246397"
"","693","0.4487","16954","15.1705","Eukaryota","Bacillariophyta","c_000000766926"
"","694","0.4524","15175","1.1487","Eukaryota","Bacillariophyta","c_000000981900"
"","695","0.4699","9013","0.7214","Eukaryota","Bacillariophyta","c_000002290547"
"","696","0.4574","68186","1.7813","Eukaryota","Bacillariophyta","c_000000377722"
"","697","0.4646","9029","2.2975","no-hit","no-hit","c_000003589302"
"","698","0.4654","21693","3.0587","Eukaryota","Bacillariophyta","c_000003924763"
"","699","0.4364","11811","1.3239","no-hit","no-hit","c_000002258158"
"","700","0.4437","6998","1.0067","no-hit","no-hit","c_000002710742"
"","701","0.4502","5087","5.6173","Eukaryota","Bacillariophyta","c_000000620841"
"","702","0.4611","17373","1.322","Eukaryota","Bacillariophyta","c_000000272496"
"","703","0.4537","12798","1.5369","Eukaryota","Bacillariophyta","c_000000243187"
"","704","0.4491","10038","1.3037","Eukaryota","Bacillariophyta","c_000004005062"
"","705","0.4579","30896","1.4036","Eukaryota","Bacillariophyta","c_000005050845"
"","706","0.4549","16005","3.7667","Eukaryota","Bacillariophyta","c_000005487689"
"","707","0.4924","4760","1.1952","Eukaryota","Bacillariophyta","c_000002006113"
"","708","0.4626","27844","1.36","Eukaryota","Bacillariophyta","c_000003798678"
"","709","0.4677","50676","2.0916","Eukaryota","Bacillariophyta","c_000001981977"
"","710","0.4556","5549","1.4019","Eukaryota","Bacillariophyta","c_000003171845"
"","711","0.4573","7623","1.9162","Eukaryota","Bacillariophyta","c_000001446459"
"","712","0.4642","5019","4.3981","Eukaryota","Haptophyta","c_000004250251"
"","713","0.456","10957","1.3125","Eukaryota","Bacillariophyta","c_000001947034"
"","714","0.4778","5848","1.8312","Eukaryota","Bacillariophyta","c_000004808696"
"","715","0.4387","7246","2.9561","Eukaryota","Bacillariophyta","c_000001008592"
"","716","0.4505","21223","1.0425","Eukaryota","Bacillariophyta","c_000001886101"
"","717","0.4669","5172","1.3873","Eukaryota","Bacillariophyta","c_000004376311"
"","718","0.428","9363","34.9196","Eukaryota","Bacillariophyta","c_000002444610"
"","719","0.462","6912","2.3772","Eukaryota","Bacillariophyta","c_000001465409"
"","720","0.4508","9754","4.1007","Eukaryota","Bacillariophyta","c_000005404734"
"","721","0.4589","43947","1.8226","Eukaryota","Bacillariophyta","c_000000827601"
"","722","0.4607","43043","1.3553","Eukaryota","Bacillariophyta","c_000004117732"
"","723","0.4586","23406","1.2955","Eukaryota","Bacillariophyta","c_000002472033"
"","724","0.4568","10927","10.3587","Eukaryota","Bacillariophyta","c_000001242039"
"","725","0.4538","4473","3.0785","Eukaryota","Bacillariophyta","c_000001411644"
"","726","0.457","32723","1.4813","Eukaryota","Bacillariophyta","c_000001812453"
"","727","0.459","8277","1.1552","no-hit","no-hit","c_000000746225"
"","728","0.4787","6436","0.9371","Eukaryota","Bacillariophyta","c_000000706832"
"","729","0.462","8098","1.2817","Eukaryota","Bacillariophyta","c_000003992092"
"","730","0.4724","7282","0.7291","Eukaryota","Bacillariophyta","c_000004285503"
"","731","0.451","19096","1.2066","Eukaryota","Bacillariophyta","c_000004161132"
"","732","0.4628","46580","2.0824","Eukaryota","Bacillariophyta","c_000002395658"
"","733","0.4596","25504","2.0545","Eukaryota","Bacillariophyta","c_000001292681"
"","734","0.4552","24816","1.2478","Eukaryota","Bacillariophyta","c_000004257973"
"","735","0.4622","11072","1.0368","Eukaryota","Bacillariophyta","c_000002559316"
"","736","0.4595","16972","1.335","Eukaryota","Bacillariophyta","c_000004493063"
"","737","0.4534","6787","1.6834","Eukaryota","Bacillariophyta","c_000001522877"
"","738","0.4637","13323","6.9965","Eukaryota","Bacillariophyta","c_000003356641"
"","739","0.4506","10637","1.056","Eukaryota","Bacillariophyta","c_000002576407"
"","740","0.4406","16384","1.6208","Eukaryota","Bacillariophyta","c_000001125321"
"","741","0.4532","13835","1.1175","Eukaryota","Bacillariophyta","c_000003468008"
"","742","0.4765","6862","0.8812","Eukaryota","Bacillariophyta","c_000003422241"
"","743","0.455","3778","7.8904","Eukaryota","Bacillariophyta","c_000002396090"
"","744","0.4569","17784","3.9845","Eukaryota","Bacillariophyta","c_000002586545"
"","745","0.4637","19188","1.1973","Eukaryota","Bacillariophyta","c_000000302856"
"","746","0.4574","7991","1.3216","Eukaryota","Bacillariophyta","c_000002489916"
"","747","0.456","14674","2.0643","Eukaryota","Bacillariophyta","c_000000585412"
"","748","0.4673","11256","1.9871","Eukaryota","Bacillariophyta","c_000002503591"
"","749","0.4645","10737","2.4847","no-hit","no-hit","c_000002149558"
"","750","0.4558","5132","2.1383","Eukaryota","Bacillariophyta","c_000000521847"
"","751","0.4557","17239","1.1767","Eukaryota","Bacillariophyta","c_000001389014"
"","752","0.4543","5611","0.6792","Eukaryota","Bacillariophyta","c_000003823715"
"","753","0.4631","19323","1.2324","Eukaryota","Bacillariophyta","c_000003920262"
"","754","0.4623","14039","1.3215","Eukaryota","Bacillariophyta","c_000001096342"
"","755","0.4458","3939","1.6999","Eukaryota","Bacillariophyta","c_000001446849"
"","756","0.4342","7839","2.6294","Eukaryota","Bacillariophyta","c_000001518958"
"","757","0.4583","17928","1.2036","Eukaryota","Bacillariophyta","c_000003923801"
"","758","0.4529","13901","1.0414","Eukaryota","Bacillariophyta","c_000000178887"
"","759","0.4418","2773","0.9798","no-hit","no-hit","c_000004772457"
"","760","0.4665","5503","1.0547","Eukaryota","Bacillariophyta","c_000003735856"
"","761","0.4613","8422","2.1754","Eukaryota","Bacillariophyta","c_000000974048"
"","762","0.4485","5467","1.0439","no-hit","no-hit","c_000004162987"
"","763","0.4566","5206","18.9343","Eukaryota","Bacillariophyta","c_000000697474"
"","764","0.4624","7530","1.8287","Eukaryota","Bacillariophyta","c_000004362319"
"","765","0.4576","70326","1.1398","Eukaryota","Bacillariophyta","c_000003794320"
"","766","0.4714","11942","1.2072","Eukaryota","Bacillariophyta","c_000005308206"
"","767","0.4741","6988","2.2885","Eukaryota","Bacillariophyta","c_000000458256"
"","768","0.4516","6636","2.7074","Eukaryota","Bacillariophyta","c_000003038682"
"","769","0.4647","24631","1.4546","Eukaryota","Bacillariophyta","c_000002185203"
"","770","0.4593","57982","3.7464","Eukaryota","Bacillariophyta","c_000003922615"
"","771","0.446","6729","1.3002","no-hit","no-hit","c_000003403026"
"","772","0.4521","7084","0.823","no-hit","no-hit","c_000002997423"
"","773","0.4403","7179","1.3948","no-hit","no-hit","c_000002169321"
"","774","0.4631","6439","1.8324","no-hit","no-hit","c_000000718866"
"","775","0.4533","5473","4.1204","Eukaryota","Bacillariophyta","c_000002287409"
"","776","0.4755","8150","0.7973","Eukaryota","Bacillariophyta","c_000005070045"
"","777","0.4484","8826","4.9957","Eukaryota","Bacillariophyta","c_000000558446"
"","778","0.4527","16221","1.8035","Eukaryota","Bacillariophyta","c_000001130556"
"","779","0.447","6499","1.7035","Eukaryota","Bacillariophyta","c_000003711864"
"","780","0.4553","12568","1.3935","Eukaryota","Bacillariophyta","c_000000770798"
"","781","0.4739","8263","0.8144","Eukaryota","Bacillariophyta","c_000000906462"
"","782","0.4534","21703","5.9971","Eukaryota","Bacillariophyta","c_000001857933"
"","783","0.4499","8926","1.151","Eukaryota","Bacillariophyta","c_000003972089"
"","784","0.4683","11458","1.1901","Eukaryota","Bacillariophyta","c_000001392743"
"","785","0.4578","62953","7.3452","Eukaryota","Bacillariophyta","c_000000163489"
"","786","0.4672","9076","0.7736","no-hit","no-hit","c_000003206990"
"","787","0.4559","4942","1.102","Eukaryota","Bacillariophyta","c_000002194773"
"","788","0.4586","3572","1.2184","Eukaryota","Bacillariophyta","c_000000047431"
"","789","0.4453","6714","1.1658","no-hit","no-hit","c_000002389163"
"","790","0.4629","4882","1.3228","no-hit","no-hit","c_000003523882"
"","791","0.4624","4165","1.6403","Eukaryota","Bacillariophyta","c_000003214589"
"","792","0.4553","11312","1.4218","no-hit","no-hit","c_000005052705"
"","793","0.4541","10479","1.3278","Eukaryota","Bacillariophyta","c_000001032552"
"","794","0.4671","4113","1.6752","Eukaryota","Bacillariophyta","c_000001924386"
"","795","0.45","5238","0.917","no-hit","no-hit","c_000001476420"
"","796","0.4551","25180","1.0992","Eukaryota","Bacillariophyta","c_000001724574"
"","797","0.4495","5862","1.842","Eukaryota","Bacillariophyta","c_000005386271"
"","798","0.4451","5406","1.436","Eukaryota","Bacillariophyta","c_000000747937"
"","799","0.4532","3471","0.9899","no-hit","no-hit","c_000005385119"
"","800","0.4523","14581","1.5419","Eukaryota","Bacillariophyta","c_000004132763"
"","801","0.462","32101","1.2533","Eukaryota","Bacillariophyta","c_000001833095"
"","802","0.4439","4339","1.61","Eukaryota","Bacillariophyta","c_000003599582"
"","803","0.4519","13610","1.3668","Eukaryota","Bacillariophyta","c_000001567680"
"","804","0.4614","5338","0.8417","Eukaryota","Bacillariophyta","c_000003092847"
"","805","0.4504","5963","2.4669","Eukaryota","Bacillariophyta","c_000003439191"
"","806","0.4575","8920","2.0464","Eukaryota","Bacillariophyta","c_000001316406"
"","807","0.453","9861","1.3392","Eukaryota","Bacillariophyta","c_000000421989"
"","808","0.4559","8423","1.2251","Eukaryota","Rhodophyta","c_000004708287"
"","809","0.4646","4417","1.4632","Eukaryota","Bacillariophyta","c_000000322514"
"","810","0.4569","72380","1.4281","Eukaryota","Bacillariophyta","c_000001624449"
"","811","0.4488","5985","2.998","Eukaryota","Bacillariophyta","c_000003594416"
"","812","0.4583","17473","1.5704","Eukaryota","Bacillariophyta","c_000000832828"
"","813","0.4565","25169","7.1066","Eukaryota","Bacillariophyta","c_000001880996"
"","814","0.4619","15533","1.2784","Eukaryota","Bacillariophyta","c_000004751302"
"","815","0.4602","8429","1.4983","Eukaryota","Bacillariophyta","c_000001748856"
"","816","0.4591","14549","1.4776","Eukaryota","Bacillariophyta","c_000004950970"
"","817","0.4665","7447","1.2268","Eukaryota","Bacillariophyta","c_000001692568"
"","818","0.4612","30698","10.1115","Eukaryota","Bacillariophyta","c_000004182467"
"","819","0.4613","12637","1.2635","Eukaryota","Bacillariophyta","c_000004285300"
"","820","0.4522","17965","1.3223","no-hit","no-hit","c_000004613805"
"","821","0.4493","30698","1.7268","Eukaryota","Bacillariophyta","c_000000114343"
"","822","0.4488","11251","3.7988","no-hit","no-hit","c_000000938744"
"","823","0.4563","20859","2.2987","Eukaryota","Bacillariophyta","c_000004438706"
"","824","0.4472","6765","0.6912","no-hit","no-hit","c_000005366438"
"","825","0.464","15948","1.6568","Eukaryota","Bacillariophyta","c_000001396070"
"","826","0.4504","5939","1.4907","Eukaryota","Bacillariophyta","c_000000417644"
"","827","0.4687","11118","2.0704","Eukaryota","Ciliophora","c_000004145010"
"","828","0.4427","3903","1.5721","Eukaryota","Bacillariophyta","c_000000211768"
"","829","0.4424","5158","16.413","Eukaryota","Bacillariophyta","c_000002271279"
"","830","0.4431","8789","3.4523","Eukaryota","Bacillariophyta","c_000000559093"
"","831","0.4667","4418","1.0937","Eukaryota","Bacillariophyta","c_000001350858"
"","832","0.4536","26158","1.2229","Eukaryota","Bacillariophyta","c_000001393818"
"","833","0.4386","5420","1.5208","no-hit","no-hit","c_000004155496"
"","834","0.4504","25655","1.3772","Eukaryota","Bacillariophyta","c_000000299764"
"","835","0.4687","25736","1.3996","Eukaryota","Bacillariophyta","c_000001209935"
"","836","0.4563","4008","2.8907","Eukaryota","Bacillariophyta","c_000001619834"
"","837","0.4617","8347","1.6491","Eukaryota","Bacillariophyta","c_000003333408"
"","838","0.4546","13930","1.1978","Eukaryota","Bacillariophyta","c_000004013559"
"","839","0.4503","6209","1.915","Eukaryota","Bacillariophyta","c_000000021152"
"","840","0.4426","3168","1.887","Eukaryota","Bacillariophyta","c_000002139068"
"","841","0.4612","7914","1.3236","Eukaryota","Bacillariophyta","c_000003440259"
"","842","0.4584","30439","1.3159","Eukaryota","Bacillariophyta","c_000005389406"
"","843","0.4796","13235","1.063","Eukaryota","Bacillariophyta","c_000001127109"
"","844","0.4495","10184","1.7293","Eukaryota","Haptophyta","c_000002585303"
"","845","0.4565","12132","1.4316","Eukaryota","Bacillariophyta","c_000001355464"
"","846","0.4571","8663","1.5302","Eukaryota","Bacillariophyta","c_000002391756"
"","847","0.4562","5539","0.7922","Eukaryota","Bacillariophyta","c_000002397638"
"","848","0.4822","6639","1.7106","Eukaryota","Bacillariophyta","c_000001915194"
"","849","0.4494","24738","1.8014","Eukaryota","Bacillariophyta","c_000002734789"
"","850","0.4667","7688","1.9514","Eukaryota","Bacillariophyta","c_000002242308"
"","851","0.4521","7595","1.1145","Eukaryota","Bacillariophyta","c_000003987957"
"","852","0.4634","10462","1.5781","Eukaryota","Bacillariophyta","c_000000809236"
"","853","0.4608","14184","0.8731","Eukaryota","Bacillariophyta","c_000002393110"
"","854","0.4602","4433","3.7067","Eukaryota","Bacillariophyta","c_000004274279"
"","855","0.4681","21650","1.5297","Eukaryota","Bacillariophyta","c_000002977935"
"","856","0.4514","5397","1.1784","Eukaryota","Bacillariophyta","c_000004385105"
"","857","0.4668","27074","1.0684","Eukaryota","Bacillariophyta","c_000000046197"
"","858","0.4616","14215","29.7828","Eukaryota","Bacillariophyta","c_000002161026"
"","859","0.4495","20873","1.5774","Eukaryota","Bacillariophyta","c_000004879484"
"","860","0.4671","8143","1.1937","Eukaryota","Bacillariophyta","c_000002709878"
"","861","0.4574","20596","1.4415","Eukaryota","Bacillariophyta","c_000002967110"
"","862","0.46","25103","1.6293","Eukaryota","Bacillariophyta","c_000001487436"
"","863","0.4688","12693","1.5885","Eukaryota","Bacillariophyta","c_000000743155"
"","864","0.4507","10059","2.8574","Eukaryota","Bacillariophyta","c_000005109155"
"","865","0.4664","8039","1.5993","Eukaryota","Bacillariophyta","c_000001535427"
"","866","0.4609","3968","0.9816","no-hit","no-hit","c_000001337175"
"","867","0.4578","16272","1.4202","Eukaryota","Bacillariophyta","c_000004006472"
"","868","0.4428","4370","1.3618","Eukaryota","Bacillariophyta","c_000000211508"
"","869","0.4423","4409","9.2867","Eukaryota","Bacillariophyta","c_000001276950"
"","870","0.4461","11856","1.0864","Eukaryota","Bacillariophyta","c_000002104377"
"","871","0.4412","5793","1.4542","Eukaryota","Bacillariophyta","c_000001474550"
"","872","0.4671","19396","1.3672","Eukaryota","Bacillariophyta","c_000000843925"
"","874","0.4674","24849","1.1979","Eukaryota","Bacillariophyta","c_000002193561"
"","875","0.4599","16594","1.459","Eukaryota","Bacillariophyta","c_000001849801"
"","876","0.4409","6110","1.4404","Eukaryota","Bacillariophyta","c_000003605436"
"","877","0.4615","19866","1.3028","Eukaryota","Bacillariophyta","c_000002220705"
"","878","0.4636","8286","1.8688","no-hit","no-hit","c_000000366016"
"","879","0.463","15576","2.3909","Eukaryota","Bacillariophyta","c_000000175278"
"","880","0.471","13380","1.6993","Eukaryota","Bacillariophyta","c_000000921519"
"","882","0.4515","8773","1.2578","Eukaryota","Bacillariophyta","c_000004497917"
"","883","0.4599","7252","1.2606","Eukaryota","Bacillariophyta","c_000001969181"
"","884","0.4468","6298","1.2706","Eukaryota","Bacillariophyta","c_000003769931"
"","885","0.468","6464","1.1442","Eukaryota","Bacillariophyta","c_000005092587"
"","886","0.4586","22440","1.2117","Eukaryota","Bacillariophyta","c_000003873766"
"","887","0.4599","10711","1.2417","no-hit","no-hit","c_000001808126"
"","888","0.4789","4410","3.1306","Eukaryota","Bacillariophyta","c_000003764601"
"","889","0.459","3736","1.2741","Eukaryota","Bacillariophyta","c_000004425004"
"","890","0.4599","7230","1.0986","Eukaryota","Bacillariophyta","c_000005219093"
"","891","0.45","45405","1.4908","Eukaryota","Bacillariophyta","c_000000354078"
"","892","0.449","4437","3.0406","Eukaryota","Bacillariophyta","c_000002616291"
"","893","0.4603","11284","1.3578","Eukaryota","Bacillariophyta","c_000001640983"
"","894","0.4538","49539","1.3271","Eukaryota","Bacillariophyta","c_000000922755"
"","895","0.4659","14283","1.1906","Eukaryota","Bacillariophyta","c_000001018085"
"","896","0.4532","11386","1.6985","Eukaryota","Bacillariophyta","c_000004846962"
"","897","0.4538","4947","1.5735","no-hit","no-hit","c_000004863439"
"","898","0.4568","26742","1.1115","no-hit","no-hit","c_000004896162"
"","899","0.4526","54279","5.3756","Eukaryota","Bacillariophyta","c_000002459680"
"","900","0.4571","17253","1.5007","Eukaryota","Bacillariophyta","c_000004476077"
"","901","0.4624","34833","1.4232","Eukaryota","Bacillariophyta","c_000000437049"
"","902","0.4676","11592","1.5175","Eukaryota","Bacillariophyta","c_000001962547"
"","903","0.4632","17957","23.5596","Eukaryota","Bacillariophyta","c_000005441455"
"","904","0.4691","6675","2.7381","Eukaryota","Bacillariophyta","c_000005495418"
"","905","0.444","12107","1.584","Eukaryota","Bacillariophyta","c_000002918269"
"","906","0.4572","9075","3.2474","Eukaryota","Bacillariophyta","c_000001793588"
"","907","0.4735","6781","1.2357","Eukaryota","Bacillariophyta","c_000004353775"
"","908","0.4591","4565","1.1693","Eukaryota","Bacillariophyta","c_000005238698"
"","909","0.4462","6356","1.1276","Eukaryota","Bacillariophyta","c_000002135068"
"","910","0.4668","25600","5.8587","Eukaryota","Bacillariophyta","c_000000413838"
"","911","0.4516","13571","4.1119","Eukaryota","Bacillariophyta","c_000003907311"
"","912","0.468","13726","1.4181","Eukaryota","Oomycota","c_000000124853"
"","913","0.4529","12845","0.8708","Eukaryota","Bacillariophyta","c_000003572285"
"","914","0.4587","8448","7.4435","Eukaryota","Bacillariophyta","c_000005472387"
"","915","0.4581","19577","0.9067","Eukaryota","Bacillariophyta","c_000003007557"
"","916","0.4563","28041","1.421","Eukaryota","Bacillariophyta","c_000002528275"
"","917","0.4517","7316","3.6299","Eukaryota","Bacillariophyta","c_000002795970"
"","918","0.4753","10692","1.4038","Eukaryota","Bacillariophyta","c_000004042363"
"","919","0.465","44527","1.5609","Eukaryota","Bacillariophyta","c_000005360928"
"","920","0.4488","16124","1.4086","Eukaryota","Bacillariophyta","c_000003979660"
"","921","0.4485","46121","1.5117","Eukaryota","Bacillariophyta","c_000001829347"
"","922","0.4666","12749","4.6314","Eukaryota","Bacillariophyta","c_000001842435"
"","923","0.4501","11743","1.5935","Eukaryota","Bacillariophyta","c_000001282328"
"","925","0.4608","48150","1.3584","Eukaryota","Bacillariophyta","c_000001346237"
"","926","0.4429","4200","1.6731","Eukaryota","Bacillariophyta","c_000000660917"
"","927","0.4633","4979","1.3155","Eukaryota","Bacillariophyta","c_000000385645"
"","928","0.4478","8859","7.7405","Eukaryota","Bacillariophyta","c_000003952640"
"","929","0.4533","45416","1.3316","Eukaryota","Bacillariophyta","c_000004372584"
"","930","0.4602","6400","1.2803","no-hit","no-hit","c_000002888547"
"","931","0.4582","33487","1.5135","Eukaryota","Bacillariophyta","c_000003630845"
"","932","0.4407","5961","1.7812","Eukaryota","Bacillariophyta","c_000002100829"
"","933","0.4571","16397","1.0287","Eukaryota","Bacillariophyta","c_000005321696"
"","934","0.4701","5761","23.545","no-hit","no-hit","c_000002549305"
"","935","0.4479","11202","1.5102","Eukaryota","Bacillariophyta","c_000004272164"
"","936","0.4529","9415","1.5542","Eukaryota","Bacillariophyta","c_000003168055"
"","937","0.4608","11229","0.9937","Eukaryota","Bacillariophyta","c_000003648040"
"","938","0.4645","34562","1.6387","Eukaryota","Bacillariophyta","c_000004698861"
"","939","0.4608","27283","1.1363","Eukaryota","Bacillariophyta","c_000005153662"
"","940","0.4684","5688","0.8889","Eukaryota","Discosea","c_000003909817"
"","941","0.4543","18983","1.4478","Eukaryota","Bacillariophyta","c_000003740499"
"","942","0.4533","10278","7.0059","Eukaryota","Bacillariophyta","c_000005389634"
"","943","0.4595","11764","2.786","Eukaryota","Bacillariophyta","c_000000044986"
"","944","0.4716","22340","1.207","Eukaryota","Bacillariophyta","c_000000678901"
"","945","0.4553","24769","1.2661","Eukaryota","Bacillariophyta","c_000003443727"
"","946","0.4613","5871","1.7183","Eukaryota","Bacillariophyta","c_000005268228"
"","947","0.4594","14059","1.5488","Eukaryota","Bacillariophyta","c_000002363563"
"","948","0.4562","10034","2.208","Eukaryota","Bacillariophyta","c_000001371107"
"","949","0.4582","8105","1.2837","Eukaryota","Bacillariophyta","c_000002797932"
"","950","0.4565","12346","1.4957","Eukaryota","Bacillariophyta","c_000001869840"
"","951","0.4527","27137","1.2832","Eukaryota","Bacillariophyta","c_000003521114"
"","952","0.4465","10351","1.1448","Eukaryota","Bacillariophyta","c_000004150780"
"","953","0.4346","8911","2.2164","Eukaryota","Ascomycota","c_000000361026"
"","954","0.4566","16626","1.4648","Eukaryota","Bacillariophyta","c_000000651987"
"","955","0.4534","48469","1.2666","Eukaryota","Bacillariophyta","c_000002908311"
"","956","0.4494","11926","1.1725","Eukaryota","Bacillariophyta","c_000002050513"
"","957","0.462","25585","7.9873","Eukaryota","Bacillariophyta","c_000001346901"
"","958","0.4547","7671","2.5355","no-hit","no-hit","c_000002447462"
"","959","0.464","15507","1.5338","Eukaryota","Bacillariophyta","c_000002712097"
"","960","0.4675","36979","1.2331","Eukaryota","Bacillariophyta","c_000002799862"
"","961","0.4614","7947","18.7361","no-hit","no-hit","c_000004902894"
"","962","0.4646","19882","1.333","Eukaryota","Bacillariophyta","c_000000795157"
"","963","0.4591","23537","1.1583","Eukaryota","Bacillariophyta","c_000002195552"
"","964","0.4666","15269","1.3389","Eukaryota","Bacillariophyta","c_000005315260"
"","965","0.4589","41731","2.0836","Eukaryota","Bacillariophyta","c_000000150616"
"","966","0.4672","8881","2.1698","no-hit","no-hit","c_000001858408"
"","967","0.4547","8168","1.1991","Eukaryota","Bacillariophyta","c_000004376091"
"","968","0.451","5918","1.8004","Eukaryota","Bacillariophyta","c_000003330309"
"","969","0.4602","6739","1.769","Eukaryota","Oomycota","c_000002915081"
"","970","0.4404","7989","2.4492","Eukaryota","Bacillariophyta","c_000001738176"
"","971","0.4512","6059","2.1081","Eukaryota","Bacillariophyta","c_000001549213"
"","972","0.4587","8980","0.9835","Eukaryota","Bacillariophyta","c_000003033901"
"","973","0.455","65107","1.2804","Eukaryota","Bacillariophyta","c_000000289790"
"","974","0.46","18442","1.3624","Eukaryota","Bacillariophyta","c_000000866249"
"","975","0.4604","7830","1.1198","Eukaryota","Bacillariophyta","c_000004271117"
"","976","0.4642","5616","1.2837","Eukaryota","Bacillariophyta","c_000005227301"
"","977","0.4688","16119","1.1328","Eukaryota","Oomycota","c_000000073391"
"","978","0.4661","13555","1.1512","Eukaryota","Bacillariophyta","c_000000257697"
"","979","0.4744","4840","0.9899","no-hit","no-hit","c_000002329425"
"","980","0.461","16028","1.7228","Eukaryota","Eukaryota-undef","c_000000285698"
"","981","0.4544","19813","1.5443","Eukaryota","Bacillariophyta","c_000002471704"
"","982","0.4509","4189","1.5698","Eukaryota","Bacillariophyta","c_000002119669"
"","983","0.4646","23494","1.5882","Eukaryota","Bacillariophyta","c_000002632332"
"","984","0.4529","9014","3.1605","Eukaryota","Bacillariophyta","c_000001017270"
"","985","0.4544","7352","1.637","Eukaryota","Bacillariophyta","c_000000079979"
"","986","0.4613","25704","1.4559","Eukaryota","Bacillariophyta","c_000003159962"
"","987","0.4587","10337","1.4158","Eukaryota","Bacillariophyta","c_000000802360"
"","988","0.4588","5456","0.8944","Eukaryota","Bacillariophyta","c_000001990291"
"","989","0.4817","6543","0.6881","Eukaryota","Bacillariophyta","c_000002046747"
"","990","0.464","8679","2.5796","Eukaryota","Bacillariophyta","c_000002282033"
"","991","0.4575","16284","1.2113","Eukaryota","Bacillariophyta","c_000003393110"
"","992","0.4443","5831","1.6467","Eukaryota","Bacillariophyta","c_000001535848"
"","993","0.4492","15918","2.3697","Eukaryota","Bacillariophyta","c_000002310368"
"","994","0.4681","7656","1.1595","Eukaryota","Bacillariophyta","c_000000626389"
"","995","0.4711","7479","3.7117","Eukaryota","Bacillariophyta","c_000004008681"
"","996","0.477","6807","1.4459","Eukaryota","Bacillariophyta","c_000004510870"
"","997","0.4562","9396","5.1669","Eukaryota","Bacillariophyta","c_000002323995"
"","998","0.4546","6065","1.4513","Eukaryota","Bacillariophyta","c_000004849207"
"","999","0.4645","37614","16.9706","Eukaryota","Bacillariophyta","c_000001324060"
"","1000","0.4606","4681","1.207","Eukaryota","Bacillariophyta","c_000003005391"
"","1001","0.4709","32499","1.3693","Eukaryota","Bacillariophyta","c_000003935861"
"","1002","0.4731","11594","1.4393","Eukaryota","Bacillariophyta","c_000005341510"
"","1003","0.4572","57271","1.4818","Eukaryota","Bacillariophyta","c_000003732963"
"","1004","0.4669","6205","0.9457","Eukaryota","Bacillariophyta","c_000004514190"
"","1005","0.4568","51206","4.5203","Eukaryota","Bacillariophyta","c_000000069654"
"","1006","0.4694","30946","1.1997","Eukaryota","Eukaryota-undef","c_000000533422"
"","1007","0.4577","23403","1.6966","Eukaryota","Bacillariophyta","c_000004237143"
"","1008","0.444","6248","1.0643","no-hit","no-hit","c_000002640100"
"","1009","0.4651","16098","1.027","Eukaryota","Bacillariophyta","c_000004367655"
"","1010","0.4794","4387","1.2776","Eukaryota","Bacillariophyta","c_000003224966"
"","1011","0.4274","3142","2.0414","Eukaryota","Bacillariophyta","c_000002096534"
"","1012","0.4566","5524","1.273","Eukaryota","Bacillariophyta","c_000003822698"
"","1013","0.473","13730","1.0899","Eukaryota","Bacillariophyta","c_000004816228"
"","1014","0.4479","4345","2.4764","Eukaryota","Bacillariophyta","c_000000082967"
"","1015","0.4535","6981","1.9785","Eukaryota","Bacillariophyta","c_000000801025"
"","1016","0.4534","18492","1.5766","Eukaryota","Bacillariophyta","c_000001218958"
"","1017","0.4617","12691","1.048","Eukaryota","Bacillariophyta","c_000003704362"
"","1018","0.4585","17820","1.3264","Eukaryota","Bacillariophyta","c_000000861965"
"","1019","0.4532","6666","26.3176","no-hit","no-hit","c_000003794383"
"","1020","0.4558","5103","1.1137","no-hit","no-hit","c_000002001463"
"","1021","0.4673","6518","1.0448","Eukaryota","Bacillariophyta","c_000000047580"
"","1022","0.4546","43097","5.1698","Eukaryota","Bacillariophyta","c_000003292324"
"","1023","0.4605","4901","4.2089","Eukaryota","Bacillariophyta","c_000000497507"
"","1024","0.4625","6878","1.6104","Eukaryota","Bacillariophyta","c_000002750159"
"","1025","0.4596","7705","1.3348","Eukaryota","Bacillariophyta","c_000002005414"
"","1026","0.4751","6243","1.6218","Eukaryota","Bacillariophyta","c_000005370471"
"","1027","0.4652","10022","0.9109","Eukaryota","Bacillariophyta","c_000003901816"
"","1028","0.465","3570","2.0353","Eukaryota","Bacillariophyta","c_000003186017"
"","1029","0.4399","6720","1.0722","Eukaryota","Bacillariophyta","c_000003838045"
"","1030","0.4608","5221","2.421","Eukaryota","Bacillariophyta","c_000000087063"
"","1031","0.4668","5073","1.3584","Eukaryota","Bacillariophyta","c_000001126266"
"","1032","0.462","9060","6.8581","Eukaryota","Bacillariophyta","c_000002098252"
"","1033","0.4612","14070","1.4236","Eukaryota","Bacillariophyta","c_000005414846"
"","1034","0.4628","7621","1.375","Eukaryota","Bacillariophyta","c_000004867106"
"","1035","0.4662","20011","1.3407","Eukaryota","Bacillariophyta","c_000000771681"
"","1036","0.4729","6820","0.8103","Eukaryota","Bacillariophyta","c_000003248255"
"","1037","0.4567","7521","0.6774","Eukaryota","Bacillariophyta","c_000002694403"
"","1038","0.4686","5435","3.0992","Eukaryota","Bacillariophyta","c_000001920424"
"","1039","0.4614","9655","8.912","Eukaryota","Bacillariophyta","c_000003974540"
"","1040","0.4558","3232","1.2209","no-hit","no-hit","c_000003862139"
