"sel","_id","gc","length","W_METABAT__21-contigs.CE_108A_S70_R1_filtered.remap_cov","bestsumorder_superkingdom","bestsumorder_phylum","id"
"","704","0.4864","5446","15.5944","Eukaryota","Zoopagomycota","c_000000309270"
"","705","0.5079","3969","13.93","Eukaryota","Zoopagomycota","c_000000451755"
"","706","0.523","4463","15.1421","Eukaryota","Chytridiomycota","c_000001825740"
"","707","0.5114","13280","14.5925","Eukaryota","Chytridiomycota","c_000002531454"
"","708","0.5225","12352","14.7708","Eukaryota","Chytridiomycota","c_000000144908"
"","709","0.5059","2522","18.3402","no-hit","no-hit","c_000003266741"
"","710","0.516","12057","14.0803","Eukaryota","Chytridiomycota","c_000003902779"
"","711","0.4949","7036","50.2936","Eukaryota","Chytridiomycota","c_000003283340"
"","712","0.4734","16910","18.9961","Eukaryota","Mucoromycota","c_000004266634"
"","713","0.4612","9226","16.8349","Eukaryota","Chytridiomycota","c_000000834645"
"","715","0.4795","16864","22.5629","Eukaryota","Chytridiomycota","c_000000297791"
"","716","0.4872","7114","14.2014","Eukaryota","Basidiomycota","c_000004482274"
"","717","0.4409","9918","15.3238","Eukaryota","Chytridiomycota","c_000001218342"
"","718","0.5025","13812","35.0125","Eukaryota","Chytridiomycota","c_000000102729"
"","719","0.5543","6177","53.859","Eukaryota","Chytridiomycota","c_000003040316"
"","720","0.4724","37819","22.8681","Eukaryota","Chytridiomycota","c_000000674451"
"","721","0.4804","10052","18.4792","Eukaryota","Chytridiomycota","c_000000239698"
"","722","0.5133","2889","11.9664","Eukaryota","Chytridiomycota","c_000000932859"
"","723","0.4807","5346","20.5868","Eukaryota","Basidiomycota","c_000003045611"
"","724","0.4547","7218","17.3301","Eukaryota","Chytridiomycota","c_000000357321"
"","725","0.448","15354","21.1242","Eukaryota","Chytridiomycota","c_000003698495"
"","726","0.5176","3543","16.4747","Eukaryota","Chytridiomycota","c_000000433624"
"","727","0.504","6197","14.3624","no-hit","no-hit","c_000000586177"
"","728","0.4917","5686","15.5302","Eukaryota","Chytridiomycota","c_000000735991"
"","729","0.4811","2592","12.169","Eukaryota","Zoopagomycota","c_000001457456"
"","730","0.4618","6548","16.8929","Eukaryota","Chytridiomycota","c_000001321239"
"","731","0.5059","6148","15.4828","no-hit","no-hit","c_000003338348"
"","732","0.4973","9065","17.059","Eukaryota","Oomycota","c_000000723215"
"","733","0.4865","15620","16.1666","Eukaryota","Chytridiomycota","c_000004987441"
"","734","0.457","29530","18.5689","Eukaryota","Chytridiomycota","c_000000074572"
"","735","0.5217","8117","13.0429","Eukaryota","Chytridiomycota","c_000001564606"
"","736","0.468","18540","26.5375","Eukaryota","Chytridiomycota","c_000000101311"
"","737","0.5073","5312","30.7112","Eukaryota","Chytridiomycota","c_000003252441"
"","738","0.4991","15102","16.2784","Eukaryota","Eukaryota-undef","c_000001143311"
"","739","0.484","3006","21.677","no-hit","no-hit","c_000000080209"
"","740","0.4869","18728","14.9677","Eukaryota","Chytridiomycota","c_000000029158"
"","741","0.495","28283","17.3442","Eukaryota","Mucoromycota","c_000000097130"
"","742","0.4791","3753","15.834","Eukaryota","Mucoromycota","c_000000662203"
"","743","0.4461","7528","18.3948","no-hit","no-hit","c_000001599016"
"","744","0.5022","21842","16.7467","Eukaryota","Chytridiomycota","c_000002075136"
"","745","0.5028","4246","13.6387","Eukaryota","Chytridiomycota","c_000001666229"
"","746","0.4866","7137","14.4103","Eukaryota","Chytridiomycota","c_000002367222"
"","747","0.4889","25928","14.5815","Eukaryota","Chytridiomycota","c_000003738321"
"","748","0.4826","39743","15.104","Eukaryota","Chytridiomycota","c_000000759921"
"","749","0.4829","7115","20.2928","Eukaryota","Chytridiomycota","c_000003605931"
"","750","0.5073","5240","16.024","Eukaryota","Chytridiomycota","c_000000813115"
"","751","0.4827","5693","14.8793","Eukaryota","Chytridiomycota","c_000001069083"
"","752","0.4856","4333","13.8394","Eukaryota","Zoopagomycota","c_000001093347"
"","753","0.4693","3179","15.7178","Eukaryota","Chytridiomycota","c_000003677574"
"","754","0.4383","2836","20.5779","no-hit","no-hit","c_000003839404"
"","755","0.4977","13771","15.8653","Eukaryota","Chytridiomycota","c_000002010270"
"","756","0.5302","5313","12.0247","no-hit","no-hit","c_000000721287"
"","757","0.5004","14207","14.9488","Eukaryota","Chytridiomycota","c_000001576354"
"","758","0.4819","12767","15.0922","Eukaryota","Zoopagomycota","c_000002112560"
"","759","0.4721","11867","16.4351","Eukaryota","Chytridiomycota","c_000001359947"
"","760","0.5442","5384","15.5442","Eukaryota","Chytridiomycota","c_000001673996"
"","761","0.4813","10769","15.9901","Eukaryota","Chytridiomycota","c_000002967180"
"","762","0.5269","3460","7.9425","Eukaryota","Zoopagomycota","c_000004851832"
"","763","0.4484","3071","13.9046","Eukaryota","Chytridiomycota","c_000000765357"
"","764","0.4702","6621","13.7232","Eukaryota","Chytridiomycota","c_000002303647"
"","765","0.4974","9696","14.9888","Eukaryota","Chytridiomycota","c_000003754706"
"","766","0.4603","4777","23.2485","no-hit","no-hit","c_000002506755"
"","767","0.472","2892","15.6407","Eukaryota","Chytridiomycota","c_000000569283"
"","768","0.4852","15847","16.3049","no-hit","no-hit","c_000000206322"
"","769","0.4627","3940","16.9071","Eukaryota","Chytridiomycota","c_000000855087"
"","770","0.4962","3414","23.273","Eukaryota","Mucoromycota","c_000000294547"
"","771","0.4873","8050","13.9994","Eukaryota","Chytridiomycota","c_000000276255"
"","772","0.4799","7739","10.9903","no-hit","no-hit","c_000000427911"
"","773","0.5239","6238","31.5518","no-hit","no-hit","c_000000480265"
"","774","0.4932","6494","16.1725","no-hit","no-hit","c_000003040673"
"","775","0.5308","2694","14.7238","no-hit","no-hit","c_000003337544"
"","776","0.4919","8556","52.5468","Eukaryota","Chytridiomycota","c_000003362235"
"","777","0.4664","14394","16.4644","Eukaryota","Mucoromycota","c_000004578785"
"","778","0.4547","6849","24.0567","no-hit","no-hit","c_000002567504"
"","779","0.5169","6726","14.1841","Eukaryota","Blastocladiomycota","c_000000857281"
"","780","0.4628","4773","17.5173","Eukaryota","Eukaryota-undef","c_000000353988"
"","782","0.4567","15954","16.0215","Eukaryota","Chytridiomycota","c_000002628492"
"","783","0.5057","2885","13.7445","Eukaryota","Chytridiomycota","c_000003462634"
"","784","0.4796","17313","16.9101","Eukaryota","Chytridiomycota","c_000002944212"
"","785","0.5118","6465","15.3485","Eukaryota","Chytridiomycota","c_000000949487"
"","786","0.4772","27787","16.2681","Eukaryota","Chytridiomycota","c_000004219233"
"","787","0.512","3789","14.2996","Eukaryota","Chytridiomycota","c_000003644073"
"","788","0.4564","21899","15.9549","Eukaryota","Zoopagomycota","c_000002472885"
"","789","0.4966","24541","12.4295","Eukaryota","Chytridiomycota","c_000004663235"
"","790","0.5257","6184","17.7359","Eukaryota","Chytridiomycota","c_000001073556"
"","791","0.4869","3233","14.3736","Eukaryota","Chytridiomycota","c_000003188051"
"","792","0.5045","9283","14.6735","no-hit","no-hit","c_000000607474"
"","793","0.4757","20786","17.1169","Eukaryota","Chytridiomycota","c_000004573452"
"","794","0.4841","18097","10.3544","Eukaryota","Chytridiomycota","c_000001073235"
"","795","0.4956","3834","14.9596","Eukaryota","Ascomycota","c_000000386909"
"","796","0.487","8833","25.1237","Eukaryota","Zoopagomycota","c_000000858161"
"","797","0.4766","5208","14.1686","Eukaryota","Zoopagomycota","c_000000565748"
"","798","0.4719","6294","19.7002","Eukaryota","Chytridiomycota","c_000001295960"
"","799","0.522","4247","15.5599","Eukaryota","Zoopagomycota","c_000001603840"
"","800","0.5035","7271","15.5979","Eukaryota","Chytridiomycota","c_000000789932"
"","801","0.4999","8168","19.4774","Eukaryota","Chytridiomycota","c_000000175328"
"","802","0.4875","4168","17.0077","no-hit","no-hit","c_000001164387"
"","803","0.4577","6364","16.247","Eukaryota","Chytridiomycota","c_000004348835"
"","804","0.4776","27662","16.1436","Eukaryota","Chytridiomycota","c_000001178198"
"","805","0.5276","2570","11.316","Eukaryota","Mucoromycota","c_000003996552"
"","806","0.4987","15830","15.3125","Eukaryota","Chytridiomycota","c_000000448063"
"","807","0.4836","28534","17.1406","Eukaryota","Chytridiomycota","c_000002815391"
"","808","0.5349","4178","16.2307","Eukaryota","Chytridiomycota","c_000005055948"
"","809","0.5104","6319","14.6264","no-hit","no-hit","c_000002344208"
"","810","0.4894","6249","21.9049","Eukaryota","Mucoromycota","c_000000306435"
"","811","0.4842","8971","15.173","Eukaryota","Oomycota","c_000001547663"
"","812","0.4683","21398","15.0601","Eukaryota","Mucoromycota","c_000003491636"
"","813","0.4982","8816","14.0887","Eukaryota","Chytridiomycota","c_000000109276"
"","814","0.4897","15998","10.0013","Eukaryota","Chytridiomycota","c_000001513180"
"","815","0.495","10577","15.9182","Eukaryota","Ascomycota","c_000001532600"
"","816","0.5154","7773","22.1146","Eukaryota","Chytridiomycota","c_000000652845"
"","817","0.4664","26813","16.7328","Eukaryota","Chytridiomycota","c_000003387723"
"","818","0.4532","25640","16.2555","Eukaryota","Chytridiomycota","c_000000796684"
"","819","0.5033","11271","15.7651","Eukaryota","Chytridiomycota","c_000003024917"
"","820","0.518","5340","13.6691","Eukaryota","Chytridiomycota","c_000002627943"
"","821","0.4844","4806","15.8171","Eukaryota","Chytridiomycota","c_000002195517"
"","822","0.4746","18368","15.9103","Eukaryota","Chytridiomycota","c_000000694166"
"","823","0.4844","5615","16.1916","Eukaryota","Chytridiomycota","c_000004102054"
"","824","0.5079","9360","14.7097","Eukaryota","Chytridiomycota","c_000001302723"
"","825","0.4473","6655","25.1545","Eukaryota","Chytridiomycota","c_000001630620"
"","826","0.4948","3088","13.5136","Eukaryota","Chytridiomycota","c_000000715786"
"","827","0.5636","2617","15.9438","Eukaryota","Mucoromycota","c_000004569398"
"","828","0.4858","6604","9.7977","Eukaryota","Zoopagomycota","c_000004599162"
"","829","0.4795","17798","15.001","Eukaryota","Chytridiomycota","c_000004183142"
"","830","0.509","4275","13.1881","no-hit","no-hit","c_000002448465"
"","831","0.4576","8428","16.7282","Eukaryota","Chytridiomycota","c_000003267049"
"","832","0.5103","3292","13.8402","Eukaryota","Chytridiomycota","c_000002581936"
"","833","0.4833","15238","16.5369","Eukaryota","Chordata","c_000000082712"
"","834","0.4474","4072","24.2665","no-hit","no-hit","c_000002988177"
"","835","0.4744","36805","14.9218","Eukaryota","Chytridiomycota","c_000000174174"
"","836","0.4687","13937","16.6218","Eukaryota","Chytridiomycota","c_000000403624"
"","837","0.449","27011","16.7935","Eukaryota","Chytridiomycota","c_000001171012"
"","838","0.4647","20312","16.6437","Eukaryota","Chytridiomycota","c_000000216323"
"","839","0.4785","28336","15.9898","Eukaryota","Chytridiomycota","c_000000424798"
"","840","0.4696","2945","19.1443","no-hit","no-hit","c_000000267888"
"","841","0.5008","8433","14.0901","Eukaryota","Chytridiomycota","c_000000439627"
"","842","0.4989","7897","14.2776","Eukaryota","Chytridiomycota","c_000002433264"
"","843","0.4513","13243","15.4442","Eukaryota","Chytridiomycota","c_000003721321"
"","844","0.4704","19920","15.956","Eukaryota","Chytridiomycota","c_000000740757"
"","845","0.5034","3244","14.0691","Eukaryota","Zoopagomycota","c_000002932386"
"","846","0.5104","2555","22.4528","no-hit","no-hit","c_000000506669"
"","847","0.4842","26427","14.8891","Eukaryota","Zoopagomycota","c_000003479603"
"","848","0.486","5041","16.5445","no-hit","no-hit","c_000001776936"
"","849","0.4704","67359","21.2539","Eukaryota","Chytridiomycota","c_000000731065"
"","850","0.4637","7694","16.3573","Eukaryota","Blastocladiomycota","c_000001290633"
"","851","0.4675","7664","15.544","Eukaryota","Chytridiomycota","c_000002659946"
"","852","0.5332","3498","21.3742","no-hit","no-hit","c_000001724919"
"","853","0.4683","3459","17.4403","no-hit","no-hit","c_000000487817"
"","854","0.5044","22153","16.2489","Eukaryota","Chytridiomycota","c_000001200264"
"","855","0.5493","4520","14.8533","no-hit","no-hit","c_000001999672"
"","856","0.4895","8791","16.4392","Eukaryota","Chytridiomycota","c_000000076278"
"","857","0.5052","5505","14.7455","Eukaryota","Chytridiomycota","c_000002548128"
"","858","0.5362","3137","18.0771","Eukaryota","Basidiomycota","c_000002172005"
"","859","0.482","3921","15.4807","Eukaryota","Mucoromycota","c_000000076786"
"","860","0.4952","8591","24.3051","Eukaryota","Chytridiomycota","c_000002738773"
"","861","0.4631","16510","15.1162","Eukaryota","Chytridiomycota","c_000003167567"
"","862","0.4371","20987","16.0131","Eukaryota","Zoopagomycota","c_000003595957"
"","863","0.4763","12743","13.3385","Eukaryota","Mucoromycota","c_000001837380"
"","864","0.4769","14818","15.1134","Eukaryota","Chytridiomycota","c_000004777671"
"","865","0.4825","3347","12.968","no-hit","no-hit","c_000001267564"
"","866","0.492","8248","14.2137","Eukaryota","Chytridiomycota","c_000005373820"
"","867","0.5208","3445","15.5248","no-hit","no-hit","c_000000195227"
"","868","0.4899","5889","25.3754","Eukaryota","Chytridiomycota","c_000000961007"
"","869","0.4585","16207","16.1278","Eukaryota","Chytridiomycota","c_000000792981"
"","870","0.4968","11573","16.944","Eukaryota","Chytridiomycota","c_000003995998"
"","871","0.5017","14162","15.4061","Eukaryota","Chytridiomycota","c_000001360266"
"","872","0.5268","6297","14.681","Eukaryota","Chytridiomycota","c_000001772687"
"","873","0.4936","14499","17.7194","Eukaryota","Chytridiomycota","c_000002523338"
"","874","0.4886","5686","17.6771","Eukaryota","Chytridiomycota","c_000000482487"
"","875","0.5032","11566","14.9467","Eukaryota","Chytridiomycota","c_000001819376"
"","876","0.4641","3855","16.8659","Eukaryota","Chytridiomycota","c_000002335303"
"","877","0.4697","10748","15.4744","Eukaryota","Chytridiomycota","c_000000508639"
"","878","0.4776","16574","15.9846","Eukaryota","Zoopagomycota","c_000001478457"
"","879","0.4594","3156","16.1283","no-hit","no-hit","c_000004109954"
"","880","0.4964","19920","14.7831","Eukaryota","Chytridiomycota","c_000001005841"
"","881","0.4813","5654","18.1938","Eukaryota","Chytridiomycota","c_000000338998"
"","882","0.4896","8002","15.4998","Eukaryota","Chytridiomycota","c_000003764357"
"","883","0.4878","9323","15.1793","Eukaryota","Chytridiomycota","c_000001277695"
"","884","0.5309","7822","14.5167","Eukaryota","Chytridiomycota","c_000000893471"
"","885","0.4693","15366","21.0051","Eukaryota","Zoopagomycota","c_000001590337"
"","886","0.4507","3015","13.3595","no-hit","no-hit","c_000002781217"
"","887","0.5048","13218","22.5558","Eukaryota","Cryptomycota","c_000001236444"
"","888","0.4826","25139","16.5288","Eukaryota","Chytridiomycota","c_000003823850"
"","889","0.4868","20070","23.7512","Eukaryota","Chytridiomycota","c_000000928790"
"","890","0.4585","8184","18.4348","Eukaryota","Chytridiomycota","c_000000115203"
"","891","0.4739","14677","16.178","Eukaryota","Chytridiomycota","c_000000320955"
"","892","0.4631","24802","16.9137","Eukaryota","Chytridiomycota","c_000000619776"
"","893","0.5278","6211","18.3536","Eukaryota","Chytridiomycota","c_000000910852"
"","894","0.5051","3807","12.9068","Eukaryota","Chytridiomycota","c_000001353560"
"","895","0.4766","2629","20.6638","no-hit","no-hit","c_000001086606"
"","896","0.4651","5294","21.9945","Eukaryota","Arthropoda","c_000000346188"
"","897","0.4794","4084","13.8004","Eukaryota","Chytridiomycota","c_000001389640"
"","898","0.497","12052","15.9143","Eukaryota","Ascomycota","c_000003116043"
"","899","0.4766","13460","15.7594","no-hit","no-hit","c_000004907756"
"","900","0.4658","8930","16.6112","Eukaryota","Chytridiomycota","c_000005280086"
"","901","0.4687","11516","20.4737","Eukaryota","Chytridiomycota","c_000000760041"
"","902","0.5209","13014","15.7679","Eukaryota","Chytridiomycota","c_000001471741"
"","903","0.4991","5997","16.6096","Eukaryota","Chytridiomycota","c_000002831163"
"","904","0.4625","7449","15.7186","Eukaryota","Chytridiomycota","c_000003366826"
"","905","0.5013","11570","15.6161","Eukaryota","Chytridiomycota","c_000000604842"
"","906","0.4908","15399","14.7053","Eukaryota","Chytridiomycota","c_000001392836"
"","907","0.5005","11681","20.8631","Eukaryota","Chytridiomycota","c_000000422437"
"","908","0.4969","5800","19.8591","Eukaryota","Ascomycota","c_000000032000"
"","909","0.5333","6739","14.0401","Eukaryota","Chytridiomycota","c_000000188293"
"","910","0.48","3179","12.7572","no-hit","no-hit","c_000002281489"
"","911","0.4773","19572","17.604","Eukaryota","Chytridiomycota","c_000003954335"
"","912","0.483","12413","15.7818","Eukaryota","Chytridiomycota","c_000000978201"
"","913","0.5332","4878","11.2743","no-hit","no-hit","c_000003437205"
"","914","0.4843","20474","15.942","Eukaryota","Chytridiomycota","c_000001342748"
"","915","0.4582","22956","20.0553","Eukaryota","Chytridiomycota","c_000002020344"
"","916","0.5078","3889","12.5942","no-hit","no-hit","c_000000058828"
"","917","0.4562","19794","25.5047","Eukaryota","Mucoromycota","c_000000109796"
"","918","0.4828","13779","15.8848","Eukaryota","Chytridiomycota","c_000003750276"
"","919","0.4886","12508","15.8137","Eukaryota","Chytridiomycota","c_000000092115"
"","920","0.4875","6535","13.262","Eukaryota","Bacillariophyta","c_000001419425"
"","921","0.4828","13258","14.6385","Eukaryota","Oomycota","c_000000127334"
"","922","0.4426","18587","16.0959","Eukaryota","Chytridiomycota","c_000001996327"
"","923","0.4709","9912","17.3346","Eukaryota","Chytridiomycota","c_000000576679"
"","924","0.4812","33935","15.203","Eukaryota","Chytridiomycota","c_000000316541"
"","925","0.5446","2749","17.5358","no-hit","no-hit","c_000002623310"
"","926","0.5184","5307","14.622","Eukaryota","Zoopagomycota","c_000002026221"
"","927","0.4876","8185","16.5701","Eukaryota","Mucoromycota","c_000000620311"
"","928","0.5056","9447","15.0945","Eukaryota","Chytridiomycota","c_000000351524"
"","930","0.5295","2897","17.2188","Eukaryota","Mucoromycota","c_000002226305"
"","931","0.4975","4762","17.6081","Eukaryota","Chytridiomycota","c_000000144497"
"","932","0.4914","5057","16.6057","Eukaryota","Chytridiomycota","c_000005022075"
"","933","0.4817","7019","14.2191","no-hit","no-hit","c_000001312822"
"","935","0.4933","12997","14.9537","Eukaryota","Chytridiomycota","c_000001106692"
"","936","0.504","2982","17.6693","Eukaryota","Zoopagomycota","c_000001211061"
"","937","0.5095","14284","15.4306","Eukaryota","Chytridiomycota","c_000001761948"
"","938","0.5047","7707","15.5036","no-hit","no-hit","c_000000157210"
"","939","0.5384","9117","18.8821","Eukaryota","Chytridiomycota","c_000002420984"
"","940","0.4372","5787","20.9724","no-hit","no-hit","c_000001818703"
"","941","0.4846","7677","16.1468","Eukaryota","Chytridiomycota","c_000003513674"
"","942","0.4743","27450","16.6212","Eukaryota","Chytridiomycota","c_000004564220"
"","943","0.4568","2513","20.3697","no-hit","no-hit","c_000001318974"
"","944","0.4812","22337","17.7965","Eukaryota","Mucoromycota","c_000000989083"
"","945","0.4651","7396","19.9397","Eukaryota","Chytridiomycota","c_000003569675"
"","946","0.4971","7602","15.5375","Eukaryota","Chytridiomycota","c_000002806513"
"","947","0.5247","2687","16.3167","Eukaryota","Chytridiomycota","c_000004369419"
"","948","0.4923","11758","16.0406","Eukaryota","Chytridiomycota","c_000000967505"
"","949","0.4867","7991","15.6584","Eukaryota","Chytridiomycota","c_000000665346"
"","950","0.4242","2683","11.4368","no-hit","no-hit","c_000000741404"
"","951","0.4975","11350","13.5707","no-hit","no-hit","c_000001545587"
"","952","0.4852","3199","28.9787","Eukaryota","Mucoromycota","c_000001892110"
"","953","0.4668","11370","15.895","Eukaryota","Chytridiomycota","c_000000260833"
"","954","0.4571","22725","16.3481","Eukaryota","Mucoromycota","c_000002582557"
"","955","0.4741","7595","17.2179","Eukaryota","Chytridiomycota","c_000003920856"
"","956","0.5156","3427","15.0058","Eukaryota","Blastocladiomycota","c_000001895196"
"","957","0.5334","7136","14.2269","Eukaryota","Chytridiomycota","c_000004032871"
"","958","0.4791","10431","15.8759","Eukaryota","Mucoromycota","c_000003237169"
"","959","0.4989","3528","16.2415","Eukaryota","Mucoromycota","c_000000552365"
"","960","0.4735","6963","15.5966","Eukaryota","Chytridiomycota","c_000003444075"
"","961","0.4945","8221","15.6294","Eukaryota","Chytridiomycota","c_000002210690"
"","962","0.5206","2764","14.6983","no-hit","no-hit","c_000000273103"
"","963","0.5011","3682","15.0182","no-hit","no-hit","c_000000194813"
"","964","0.5062","14424","16.1201","Eukaryota","Chytridiomycota","c_000000116243"
"","965","0.5003","13160","18.0157","Eukaryota","Chytridiomycota","c_000001374234"
"","966","0.4931","16909","15.7685","Eukaryota","Chytridiomycota","c_000001389461"
"","967","0.5109","9082","16.6941","Eukaryota","Chytridiomycota","c_000001648525"
"","968","0.499","14384","15.7702","Eukaryota","Chytridiomycota","c_000002159707"
"","969","0.5088","13336","15.1242","Eukaryota","Basidiomycota","c_000000073381"
"","970","0.4739","4953","14.5496","no-hit","no-hit","c_000005381206"
"","971","0.4869","3619","16.8049","Eukaryota","Chytridiomycota","c_000002883029"
"","972","0.5154","18098","15.5248","Eukaryota","Chytridiomycota","c_000000090672"
"","973","0.5076","9547","17.6956","Eukaryota","Chytridiomycota","c_000000562900"
"","974","0.4938","10360","16.8231","Eukaryota","Chytridiomycota","c_000001894879"
"","975","0.5347","8900","16.2083","Eukaryota","Chytridiomycota","c_000002093838"
"","976","0.4524","14608","16.4237","Eukaryota","Chytridiomycota","c_000001675841"
"","977","0.453","27045","16.7082","Eukaryota","Chytridiomycota","c_000001006018"
"","978","0.452","10810","35.4625","Eukaryota","Chytridiomycota","c_000001187906"
"","979","0.4632","11518","15.0363","no-hit","no-hit","c_000000815876"
"","980","0.4784","6959","14.1292","Eukaryota","Mucoromycota","c_000002426895"
"","981","0.5296","3161","14.6197","no-hit","no-hit","c_000003558769"
"","982","0.4788","6625","16.9144","Eukaryota","Chytridiomycota","c_000000222622"
"","983","0.4691","21507","17.6614","Eukaryota","Chytridiomycota","c_000003507770"
"","984","0.5086","10471","15.9413","Eukaryota","Chytridiomycota","c_000001933700"
"","985","0.5079","5080","13.5752","Eukaryota","Chytridiomycota","c_000004201384"
"","986","0.4728","7344","17.406","Eukaryota","Chytridiomycota","c_000000205534"
"","987","0.4688","6333","20.4554","no-hit","no-hit","c_000000292504"
"","988","0.4562","3880","17.2415","no-hit","no-hit","c_000005163347"
"","989","0.4911","7469","14.7133","Eukaryota","Zoopagomycota","c_000003014695"
"","990","0.4629","2547","16.2108","Eukaryota","Chytridiomycota","c_000000687311"
"","991","0.5006","6143","15.1283","Eukaryota","Chytridiomycota","c_000001502719"
"","992","0.5071","4246","12.0709","Eukaryota","Mucoromycota","c_000004874248"
"","993","0.4524","24941","18.579","Eukaryota","Chytridiomycota","c_000000353113"
"","994","0.5034","8295","13.5472","Eukaryota","Chytridiomycota","c_000000066305"
"","995","0.4976","11665","14.1348","Eukaryota","Chytridiomycota","c_000001839585"
"","996","0.5251","3546","15.3878","Eukaryota","Chytridiomycota","c_000002244045"
"","997","0.482","10634","15.6289","Eukaryota","Chytridiomycota","c_000001597831"
"","998","0.4786","5054","13.9347","Eukaryota","Chytridiomycota","c_000000126884"
"","999","0.4892","5963","14.1057","Eukaryota","Chytridiomycota","c_000000133769"
"","1000","0.5355","4159","14.6814","Eukaryota","Chlorophyta","c_000001027020"
"","1001","0.4841","35061","16.299","Eukaryota","Chytridiomycota","c_000003815697"
"","1002","0.519","3520","14.7776","Eukaryota","Chytridiomycota","c_000004016440"
"","1003","0.5135","15152","15.5591","Eukaryota","Chytridiomycota","c_000000760356"
"","1004","0.497","19287","18.0479","Eukaryota","Chytridiomycota","c_000001773967"
"","1005","0.4918","7782","15.0487","Eukaryota","Chytridiomycota","c_000003929651"
"","1006","0.5198","6387","16.2131","Eukaryota","Chytridiomycota","c_000002945516"
"","1007","0.4659","6284","15.4784","Eukaryota","Chytridiomycota","c_000001648393"
"","1008","0.5153","11564","15.4536","Eukaryota","Chytridiomycota","c_000002602152"
"","1009","0.5168","2707","15.6088","no-hit","no-hit","c_000003885067"
"","1011","0.5193","9048","15.5916","Eukaryota","Mucoromycota","c_000001260280"
"","1012","0.5066","2519","13.5685","Eukaryota","Chytridiomycota","c_000002175509"
"","1013","0.4962","16893","16.0434","Eukaryota","Basidiomycota","c_000000468720"
"","1014","0.5012","3869","15.9442","Eukaryota","Chytridiomycota","c_000001754010"
"","1015","0.4925","8917","16.4288","Eukaryota","Chytridiomycota","c_000000026599"
"","1016","0.4918","13304","15.7886","Eukaryota","Mucoromycota","c_000000210218"
"","1017","0.4842","29737","16.019","Eukaryota","Chytridiomycota","c_000004550319"
"","1018","0.4758","20811","15.9509","Eukaryota","Chytridiomycota","c_000000901806"
"","1019","0.5206","4620","15.1502","Eukaryota","Chytridiomycota","c_000001752286"
"","1020","0.4681","32973","15.8637","Eukaryota","Chytridiomycota","c_000000035900"
"","1021","0.4775","7901","16.2144","Eukaryota","Chytridiomycota","c_000000171046"
"","1022","0.5026","3307","20.6229","no-hit","no-hit","c_000000989281"
"","1023","0.5393","4712","14.4518","Eukaryota","Chytridiomycota","c_000001586777"
"","1024","0.5077","8323","16.454","no-hit","no-hit","c_000001531574"
"","1025","0.4528","6407","15.1495","Eukaryota","Chytridiomycota","c_000000015462"
"","1026","0.5493","2982","116.0667","Eukaryota","Chytridiomycota","c_000002238533"
"","1027","0.469","12291","29.0577","Eukaryota","Basidiomycota","c_000000260901"
"","1028","0.5","7212","16.2637","Eukaryota","Chytridiomycota","c_000000278680"
"","1029","0.495","4180","15.3323","Eukaryota","Mucoromycota","c_000004534326"
"","1030","0.4582","3232","13.2543","no-hit","no-hit","c_000002880667"
"","1031","0.4804","14125","15.0064","Eukaryota","Chytridiomycota","c_000001223369"
"","1032","0.5015","4666","14.1937","Eukaryota","Chytridiomycota","c_000002459907"
"","1033","0.4828","7482","14.4643","no-hit","no-hit","c_000000088121"
"","1034","0.5046","4211","15.2021","Eukaryota","Basidiomycota","c_000000766036"
"","1035","0.5482","5042","13.6789","Eukaryota","Chytridiomycota","c_000001397313"
"","1036","0.4617","5450","14.1672","Eukaryota","Chytridiomycota","c_000001583326"
"","1037","0.4828","16433","39.255","Eukaryota","Basidiomycota","c_000001114475"
"","1038","0.506","5543","16.6006","no-hit","no-hit","c_000002955116"
"","1039","0.497","4646","17.3995","Eukaryota","Chytridiomycota","c_000000834765"
"","1040","0.4808","3195","16.3293","Eukaryota","Chytridiomycota","c_000000640191"
"","1041","0.478","35513","16.8757","Eukaryota","Chytridiomycota","c_000001703124"
"","1042","0.4575","5165","97.0885","no-hit","no-hit","c_000001805283"
"","1043","0.4901","7910","13.9899","Eukaryota","Rhodophyta","c_000002517147"
"","1044","0.4457","14536","16.0852","Eukaryota","Chytridiomycota","c_000003413566"
"","1045","0.5014","10011","15.8896","Eukaryota","Chytridiomycota","c_000000611231"
"","1046","0.4939","2628","12.6111","Eukaryota","Chytridiomycota","c_000002343918"
"","1047","0.5003","5635","16.8121","Eukaryota","Chytridiomycota","c_000001917759"
"","1048","0.4906","2619","13.3952","no-hit","no-hit","c_000000886971"
"","1049","0.5011","8879","16.5279","Eukaryota","Mucoromycota","c_000004063243"
"","1050","0.4958","12384","15.1974","Eukaryota","Chytridiomycota","c_000000398066"
"","1051","0.5009","7407","13.3468","Eukaryota","Chytridiomycota","c_000003187140"
"","1052","0.4761","5045","14.6529","Eukaryota","Chytridiomycota","c_000001480336"
"","1053","0.4643","2677","17.2581","no-hit","no-hit","c_000000239481"
"","1054","0.5435","2997","13.0861","no-hit","no-hit","c_000000594586"
"","1055","0.4887","11415","9.5642","Eukaryota","Chytridiomycota","c_000003932017"
"","1056","0.5155","9500","16.2454","Eukaryota","Chytridiomycota","c_000000173812"
"","1057","0.5246","8141","15.1527","Eukaryota","Chytridiomycota","c_000001625539"
